ENSRNOG00000038572,ENSRNOG00000067740,ENSRNOG00000070745,ENSRNOG00000007147,ENSRNOG00000000699,ENSRNOG00000029235,ENSRNOG00000012467,ENSRNOG00000008526,ENSRNOG00000017788,ENSRNOG00000010947,ENSRNOG00000020307,ENSRNOG00000006641,ENSRNOG00000049689,ENSRNOG00000020148,ENSRNOG00000025251,ENSRNOG00000002843,ENSRNOG00000001187,ENSRNOG00000062789,ENSRNOG00000021851,ENSRNOG00000018426,ENSRNOG00000007686,ENSRNOG00000004150,ENSRNOG00000068909,ENSRNOG00000032311,ENSRNOG00000047606,ENSRNOG00000018656,ENSRNOG00000008203,ENSRNOG00000014117,ENSRNOG00000002346,ENSRNOG00000031408,ENSRNOG00000028404,ENSRNOG00000070247,ENSRNOG00000025117,ENSRNOG00000025110,ENSRNOG00000004062,ENSRNOG00000019770,ENSRNOG00000003776,ENSRNOG00000032737,ENSRNOG00000019890,ENSRNOG00000042944,ENSRNOG00000010278,ENSRNOG00000019645,ENSRNOG00000042468,ENSRNOG00000015821,ENSRNOG00000047571,ENSRNOG00000022603,ENSRNOG00000024526,ENSRNOG00000034116,ENSRNOG00000003538,ENSRNOG00000001873,ENSRNOG00000042658,ENSRNOG00000003189,ENSRNOG00000008943,ENSRNOG00000017878,ENSRNOG00000047314,ENSRNOG00000047969,ENSRNOG00000016917,ENSRNOG00000007012,ENSRNOG00000008596,ENSRNOG00000007906,ENSRNOG00000036672,ENSRNOG00000043098,ENSRNOG00000032473,ENSRNOG00000050059,ENSRNOG00000032368,ENSRNOG00000029516,ENSRNOG00000005336,ENSRNOG00000007206,ENSRNOG00000007200,ENSRNOG00000014979,ENSRNOG00000042465,ENSRNOG00000022256,ENSRNOG00000022110,ENSRNOG00000013674,ENSRNOG00000031189,ENSRNOG00000009822,ENSRNOG00000038286,ENSRNOG00000019728,ENSRNOG00000050509,ENSRNOG00000018394,ENSRNOG00000032240,ENSRNOG00000018525,ENSRNOG00000038990,ENSRNOG00000017531,ENSRNOG00000014373,ENSRNOG00000014378,ENSRNOG00000015024,ENSRNOG00000022669,ENSRNOG00000008625,ENSRNOG00000013734,ENSRNOG00000002470,ENSRNOG00000000904,ENSRNOG00000016044,ENSRNOG00000045679,ENSRNOG00000045585,ENSRNOG00000010078,ENSRNOG00000022094,ENSRNOG00000009032,ENSRNOG00000009031,ENSRNOG00000003666,ENSRNOG00000005964,ENSRNOG00000018250,ENSRNOG00000013825,ENSRNOG00000014046,ENSRNOG00000011406,ENSRNOG00000022937,ENSRNOG00000055078,ENSRNOG00000047464,ENSRNOG00000006620,ENSRNOG00000024346,ENSRNOG00000013407,ENSRNOG00000015768,ENSRNOG00000009951,ENSRNOG00000004854,ENSRNOG00000016136,ENSRNOG00000016112,ENSRNOG00000016962,ENSRNOG00000010497,ENSRNOG00000069088,ENSRNOG00000020837,ENSRNOG00000019719,ENSRNOG00000019716,ENSRNOG00000007955,ENSRNOG00000029903,ENSRNOG00000068111,ENSRNOG00000004171,ENSRNOG00000001311,ENSRNOG00000004438,ENSRNOG00000019500,ENSRNOG00000037835,ENSRNOG00000015220,ENSRNOG00000026133,ENSRNOG00000029776,ENSRNOG00000001955,ENSRNOG00000007468,ENSRNOG00000016278,ENSRNOG00000001628,ENSRNOG00000030187,ENSRNOG00000017712,ENSRNOG00000018327,ENSRNOG00000029055,ENSRNOG00000016863,ENSRNOG00000010513,ENSRNOG00000032959,ENSRNOG00000018282,ENSRNOG00000014039,ENSRNOG00000036758,ENSRNOG00000064866,ENSRNOG00000005792,ENSRNOG00000020293,ENSRNOG00000046449,ENSRNOG00000046196,ENSRNOG00000036942,ENSRNOG00000010685,ENSRNOG00000047455,ENSRNOG00000024331,ENSRNOG00000042182,ENSRNOG00000066878,ENSRNOG00000046254,ENSRNOG00000004861,ENSRNOG00000005409,ENSRNOG00000005404,ENSRNOG00000024903,ENSRNOG00000024905,ENSRNOG00000012165,ENSRNOG00000003005,ENSRNOG00000005871,ENSRNOG00000011457,ENSRNOG00000069071,ENSRNOG00000011716,ENSRNOG00000011719,ENSRNOG00000008736,ENSRNOG00000030452,ENSRNOG00000070390,ENSRNOG00000013069,ENSRNOG00000014376,ENSRNOG00000017959,ENSRNOG00000016289,ENSRNOG00000034075,ENSRNOG00000014951,ENSRNOG00000014956,ENSRNOG00000027392,ENSRNOG00000031927,ENSRNOG00000039398,ENSRNOG00000013553,ENSRNOG00000023465,ENSRNOG00000014311,ENSRNOG00000000239,ENSRNOG00000026310,ENSRNOG00000039860,ENSRNOG00000011550,ENSRNOG00000009730,ENSRNOG00000040120,ENSRNOG00000004444,ENSRNOG00000002723,ENSRNOG00000036826,ENSRNOG00000026508,ENSRNOG00000036828,ENSRNOG00000003135,ENSRNOG00000013231,ENSRNOG00000019920,ENSRNOG00000042133,ENSRNOG00000008575,ENSRNOG00000005214,ENSRNOG00000006767,ENSRNOG00000003305,ENSRNOG00000016734,ENSRNOG00000043186,ENSRNOG00000026974,ENSRNOG00000026979,ENSRNOG00000000926,ENSRNOG00000034102,ENSRNOG00000005572,ENSRNOG00000007886,ENSRNOG00000002595,ENSRNOG00000066076,ENSRNOG00000050114,ENSRNOG00000028965,ENSRNOG00000018238,ENSRNOG00000013807,ENSRNOG00000003384,ENSRNOG00000030644,ENSRNOG00000002031,ENSRNOG00000038473,ENSRNOG00000036726,ENSRNOG00000011424,ENSRNOG00000021795,ENSRNOG00000032805,ENSRNOG00000007069,ENSRNOG00000019851,ENSRNOG00000032350,ENSRNOG00000029500,ENSRNOG00000048191,ENSRNOG00000022242,ENSRNOG00000023389,ENSRNOG00000068201,ENSRNOG00000002305,ENSRNOG00000002304,ENSRNOG00000000814,ENSRNOG00000021109,ENSRNOG00000037219,ENSRNOG00000005770,ENSRNOG00000008074,ENSRNOG00000026344,ENSRNOG00000011500,ENSRNOG00000045888,ENSRNOG00000021345,ENSRNOG00000063422,ENSRNOG00000020953,ENSRNOG00000018694,ENSRNOG00000015788,ENSRNOG00000013209,ENSRNOG00000031448,ENSRNOG00000046309,ENSRNOG00000047891,ENSRNOG00000022988,ENSRNOG00000020275,ENSRNOG00000007645,ENSRNOG00000002460,ENSRNOG00000004921,ENSRNOG00000010045,ENSRNOG00000001757,ENSRNOG00000021067,ENSRNOG00000004498,ENSRNOG00000002797,ENSRNOG00000002792,ENSRNOG00000019074,ENSRNOG00000013280,ENSRNOG00000027374,ENSRNOG00000031222,ENSRNOG00000007159,ENSRNOG00000012189,ENSRNOG00000013589,ENSRNOG00000004704,ENSRNOG00000018929,ENSRNOG00000068001,ENSRNOG00000046991,ENSRNOG00000026928,ENSRNOG00000006878,ENSRNOG00000032871,ENSRNOG00000000708,ENSRNOG00000008713,ENSRNOG00000002548,ENSRNOG00000046231,ENSRNOG00000036572,ENSRNOG00000020132,ENSRNOG00000013436,ENSRNOG00000015774,ENSRNOG00000024115,ENSRNOG00000023601,ENSRNOG00000026235,ENSRNOG00000005853,ENSRNOG00000037793,ENSRNOG00000022537,ENSRNOG00000049770,ENSRNOG00000025957,ENSRNOG00000014710,ENSRNOG00000023935,ENSRNOG00000066431,ENSRNOG00000069755,ENSRNOG00000018399,ENSRNOG00000048412,ENSRNOG00000006116,ENSRNOG00000063957,ENSRNOG00000008986,ENSRNOG00000008988,ENSRNOG00000038132,ENSRNOG00000029768,ENSRNOG00000047027,ENSRNOG00000012229,ENSRNOG00000013578,ENSRNOG00000023440,ENSRNOG00000009288,ENSRNOG00000031593,ENSRNOG00000018310,ENSRNOG00000019048,ENSRNOG00000019043,ENSRNOG00000008165,ENSRNOG00000010507,ENSRNOG00000018059,ENSRNOG00000019900,ENSRNOG00000037331,ENSRNOG00000003095,ENSRNOG00000012878,ENSRNOG00000020281,ENSRNOG00000050658,ENSRNOG00000004998,ENSRNOG00000032639,ENSRNOG00000004249,ENSRNOG00000003622,ENSRNOG00000025074,ENSRNOG00000029564,ENSRNOG00000010451,ENSRNOG00000009919,ENSRNOG00000005410,ENSRNOG00000008394,ENSRNOG00000018978,ENSRNOG00000015354,ENSRNOG00000021401,ENSRNOG00000021400,ENSRNOG00000009898,ENSRNOG00000003587,ENSRNOG00000008586,ENSRNOG00000036663,ENSRNOG00000016612,ENSRNOG00000043085,ENSRNOG00000015149,ENSRNOG00000046776,ENSRNOG00000022710,ENSRNOG00000024382,ENSRNOG00000003468,ENSRNOG00000000476,ENSRNOG00000006146,ENSRNOG00000014496,ENSRNOG00000010805,ENSRNOG00000016405,ENSRNOG00000022298,ENSRNOG00000000871,ENSRNOG00000006058,ENSRNOG00000016618,ENSRNOG00000002906,ENSRNOG00000002904,ENSRNOG00000008053,ENSRNOG00000016037,ENSRNOG00000013973,ENSRNOG00000010315,ENSRNOG00000022791,ENSRNOG00000034087,ENSRNOG00000025882,ENSRNOG00000036834,ENSRNOG00000001414,ENSRNOG00000014641,ENSRNOG00000023828,ENSRNOG00000023588,ENSRNOG00000024757,ENSRNOG00000007139,ENSRNOG00000019661,ENSRNOG00000017521,ENSRNOG00000014385,ENSRNOG00000014819,ENSRNOG00000028248,ENSRNOG00000033444,ENSRNOG00000030235,ENSRNOG00000027096,ENSRNOG00000025805,ENSRNOG00000007544,ENSRNOG00000026592,ENSRNOG00000002212,ENSRNOG00000015514,ENSRNOG00000003136,ENSRNOG00000046834,ENSRNOG00000020196,ENSRNOG00000010210,ENSRNOG00000026759,ENSRNOG00000037167,ENSRNOG00000013304,ENSRNOG00000014070,ENSRNOG00000027787,ENSRNOG00000028548,ENSRNOG00000001892,ENSRNOG00000000767,ENSRNOG00000006037,ENSRNOG00000012779,ENSRNOG00000015921,ENSRNOG00000066614,ENSRNOG00000019842,ENSRNOG00000050819,ENSRNOG00000033266,ENSRNOG00000049303,ENSRNOG00000048161,ENSRNOG00000057443,ENSRNOG00000024172,ENSRNOG00000016069,ENSRNOG00000019110,ENSRNOG00000013658,ENSRNOG00000039357,ENSRNOG00000030111,ENSRNOG00000037563,ENSRNOG00000047493,ENSRNOG00000016837,ENSRNOG00000011011,ENSRNOG00000000187,ENSRNOG00000003171,ENSRNOG00000005115,ENSRNOG00000005111,ENSRNOG00000004647,ENSRNOG00000004390,ENSRNOG00000004393,ENSRNOG00000017510,ENSRNOG00000011208,ENSRNOG00000011205,ENSRNOG00000011202,ENSRNOG00000039829,ENSRNOG00000038055,ENSRNOG00000004939,ENSRNOG00000048769,ENSRNOG00000010057,ENSRNOG00000005687,ENSRNOG00000008816
2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2
2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2
2,2,1,2,2,2,1,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2
2,2,1,2,1,2,1,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2
