ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000030073,0.548473472,-2.41386951,3.977748466,-0.606843175,0.543954992,NA
ENSRNOG00000049063,687.506524,-0.875568497,0.255041763,-3.433039701,0.000596855,0.004115075
ENSRNOG00000042978,175.4710545,-0.309056432,0.438788388,-0.704340499,0.481220751,0.658534761
ENSRNOG00000057245,648.2220276,1.330944351,0.397133712,3.351375901,0.000804111,0.005220046
ENSRNOG00000057240,7.521234347,-1.522120219,1.241811529,-1.22572563,0.220301942,0.393599986
ENSRNOG00000042977,518.100785,0.041544072,0.240686723,0.172606412,0.862960811,0.923764485
ENSRNOG00000042975,488.3661476,-0.253822624,0.243851904,-1.040888422,0.297927336,0.483848426
ENSRNOG00000013211,2564.207736,-0.147685101,0.16302724,-0.905892174,0.364992927,0.552327777
ENSRNOG00000005061,6214.577642,-0.176320436,0.155934409,-1.130734623,0.258166804,0.438428184
ENSRNOG00000013213,612.2295715,0.09013399,0.370209838,0.243467302,0.807643413,0.891844436
ENSRNOG00000013215,372.2745733,-0.063895522,0.379938789,-0.168173199,0.866447025,0.925300241
ENSRNOG00000037865,115.1961159,0.730367403,0.445287608,1.640214978,0.100960476,0.225969478
ENSRNOG00000013217,741.4045583,-0.668821992,0.222391832,-3.007403577,0.002634897,0.01342039
ENSRNOG00000013216,590.1389756,-0.017143202,0.238637922,-0.071837711,0.942731061,0.968585802
ENSRNOG00000013218,277.0294066,-0.673815109,0.258840757,-2.603203286,0.009235717,0.035876548
ENSRNOG00000053334,37.88014655,1.036379634,0.57787554,1.793430527,0.07290411,0.177334249
ENSRNOG00000010549,6254.850249,-0.426832465,0.171315819,-2.491494753,0.012720685,0.046166273
ENSRNOG00000010545,19.25653613,0.363413328,0.878980242,0.413448802,0.679277826,0.810695247
ENSRNOG00000010546,0.639025238,2.98562871,3.983832763,0.749436256,0.453594305,NA
ENSRNOG00000010540,1233.015515,-0.513582049,0.167839158,-3.059965594,0.002213624,0.011708966
ENSRNOG00000010543,6724.434774,-0.633960263,0.20326279,-3.118919419,0.001815156,0.009972999
ENSRNOG00000051166,3.276210169,-4.98389121,2.582983991,-1.929509136,0.053667687,NA
ENSRNOG00000005067,10061.73636,-0.044044494,0.153887081,-0.286213071,0.774714933,0.873123914
ENSRNOG00000035591,109.5437875,0.514360208,0.515249081,0.998274867,0.318146091,0.504593623
ENSRNOG00000035596,0.629530438,-1.142170754,3.946839644,-0.28938869,0.772283949,NA
ENSRNOG00000035597,6.170740042,0.126583573,1.395551357,0.090705062,0.927726948,0.960416086
ENSRNOG00000035594,14.30119714,0.341482917,1.214514547,0.28116824,0.778581363,0.874960285
ENSRNOG00000035595,0.15975631,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000014658,407.8939199,0.667875631,0.288281892,2.316744997,0.020517627,0.067295235
ENSRNOG00000014659,1351.171,0.821542753,0.245242446,3.349920724,0.000808347,0.00523849
ENSRNOG00000014654,5639.693205,-0.192142827,0.208478226,-0.921644583,0.356713995,0.544663366
ENSRNOG00000014650,349.3246336,0.835494661,0.344684247,2.423942113,0.015353053,0.053426915
ENSRNOG00000014652,22.99202178,2.862354347,1.785144542,1.603430019,0.108839748,0.238431438
ENSRNOG00000014653,1085.374289,-1.361310805,0.318931636,-4.268346729,1.97E-05,0.000256744
ENSRNOG00000010897,1746.719417,-1.424474491,0.323552992,-4.402600269,1.07E-05,0.000154826
ENSRNOG00000010895,8305.211766,-0.514241753,0.22368921,-2.298911745,0.021509951,0.06985432
ENSRNOG00000010892,2106.327432,-0.27806197,0.162619728,-1.709890762,0.087286075,0.203112143
ENSRNOG00000010890,19637.6337,1.012864145,0.386223551,2.622481574,0.008729199,0.03439286
ENSRNOG00000069159,72.33220773,0.474297508,0.526396419,0.901027232,0.367573841,0.554863013
ENSRNOG00000010898,240.4155765,0.07328069,0.801111952,0.09147372,0.927116187,0.960207387
ENSRNOG00000010899,23.96882127,-1.16370252,0.833049884,-1.396918171,0.16243818,0.31638286
ENSRNOG00000070455,29.0785819,-8.134234548,1.894957654,-4.292567979,NA,NA
ENSRNOG00000057862,3309.447429,1.937238098,0.382823038,5.06040103,4.18E-07,9.77E-06
ENSRNOG00000000177,1169.475262,0.495041393,0.197506447,2.506456887,0.012194793,0.044654777
ENSRNOG00000057867,1620.887483,1.708534367,0.368035467,4.642309022,3.45E-06,5.95E-05
ENSRNOG00000057865,14.77481988,-0.738709656,1.382269945,-0.534417795,0.59305251,0.748552361
ENSRNOG00000070450,38.39410735,0.886182197,0.623585841,1.42110699,0.155285658,0.306747995
ENSRNOG00000070452,0.639025238,2.98562871,3.983832763,0.749436256,0.453594305,NA
ENSRNOG00000023100,6.661443061,1.294867064,2.069729338,0.625621447,0.531563268,0.699094136
ENSRNOG00000023837,1627.474068,-0.241714669,1.00296799,-0.240999386,0.809555593,0.892893519
ENSRNOG00000023830,2649.445619,-0.693767384,0.226810995,-3.058790797,0.002222323,0.011732814
ENSRNOG00000068280,2.016168612,4.617857537,3.931813084,1.174485521,0.240200608,NA
ENSRNOG00000068284,2.464206081,4.908657531,3.927253329,1.249895823,0.211337606,NA
ENSRNOG00000043201,1707.223746,0.572185174,0.193394336,2.958644944,0.003089949,0.015190024
ENSRNOG00000016498,181.4590952,-0.177724015,0.380313302,-0.46730949,0.640278468,0.783610688
ENSRNOG00000019949,1142.054117,-0.057148057,0.263238232,-0.217096342,0.828133265,0.904207475
ENSRNOG00000019948,293.7738775,-0.858747064,0.37243301,-2.305775912,0.021123157,0.068896134
ENSRNOG00000019943,4554.165591,0.796167194,0.212427337,3.747950745,0.000178285,0.001538909
ENSRNOG00000019942,49.10970998,0.519609257,0.640149948,0.811699288,0.416964203,0.602438506
ENSRNOG00000019940,7545.495622,-0.485013083,0.181837719,-2.66728535,0.007646672,0.030886105
ENSRNOG00000016494,4505.503148,-0.21627427,0.181893078,-1.189018693,0.234432311,0.410196067
ENSRNOG00000019946,1610.538599,0.132156007,0.195727706,0.675203372,0.499546564,0.673596725
ENSRNOG00000016496,10568.96357,-0.755403435,0.240955409,-3.135034148,0.001718341,0.009544419
ENSRNOG00000016497,1785.270632,0.211542193,0.224904842,0.940585323,0.346917406,0.533898466
ENSRNOG00000015217,1544.694251,-0.190989982,0.173460381,-1.101058242,0.27087131,0.453804923
ENSRNOG00000015215,2476.310618,-0.335703674,0.17098958,-1.96329902,0.049611439,0.132792296
ENSRNOG00000015213,364.7143952,0.041824054,0.267173515,0.156542663,0.875605293,0.931024394
ENSRNOG00000015212,1667.315743,0.135548769,0.209516479,0.64695994,0.517657871,0.688438393
ENSRNOG00000015211,388.8726649,0.116798505,0.379928305,0.30742249,0.758521812,0.863090676
ENSRNOG00000015210,2256.844296,-0.663662049,0.183844635,-3.609907077,0.000306307,0.002387133
ENSRNOG00000015218,1348.876846,-0.068380885,0.160122497,-0.427053577,0.669340305,0.804554796
ENSRNOG00000064438,138.1696386,-0.216088411,0.584253999,-0.369853542,0.711491619,0.830721914
ENSRNOG00000012972,1010.542826,0.041831316,0.335988314,0.124502293,0.900917585,0.945341866
ENSRNOG00000012975,3168.683844,0.192047302,0.150568565,1.275480725,0.202139142,0.370673985
ENSRNOG00000067887,82.82518232,0.183605475,0.446266514,0.411425615,0.680760475,0.811105995
ENSRNOG00000067886,2.974043704,-0.383913804,3.001132651,-0.12792297,0.898209933,NA
ENSRNOG00000067883,83.94263207,-2.714055931,0.872924349,-3.109153656,0.001876241,0.010276174
ENSRNOG00000067882,1.568131143,4.253275154,3.938982067,1.079790434,0.280235512,NA
ENSRNOG00000042152,2646.798639,-0.302846295,0.230133412,-1.315959696,0.188187571,0.3515806
ENSRNOG00000062746,711.0871444,1.505869519,0.330808062,4.552094381,5.31E-06,8.57E-05
ENSRNOG00000056385,1.2293999,-1.220257423,3.820438284,-0.31940247,0.749421338,NA
ENSRNOG00000056387,6.877895913,2.008758512,1.567735124,1.281312436,0.200083946,0.368272158
ENSRNOG00000056381,3.822152675,1.453725072,1.653757422,0.879043717,0.379377572,0.566261293
ENSRNOG00000056382,1.013305483,0.347485484,2.56724373,0.135353523,0.892332369,NA
ENSRNOG00000053157,2.195104425,2.088819597,2.681659833,0.778927876,0.436022202,NA
ENSRNOG00000062742,25.72292759,0.677374694,0.875209153,0.773957506,0.438955921,0.620368216
ENSRNOG00000062741,137.6371714,0.704350115,1.845926893,0.381569886,0.702780424,0.824470392
ENSRNOG00000067516,51.20450702,-3.754090849,1.062082862,-3.53464968,0.000408316,0.003018585
ENSRNOG00000067262,1039.230368,-0.986401806,0.255730292,-3.857195786,0.000114695,0.001077722
ENSRNOG00000067261,87.34854704,2.661406262,0.623992977,4.265122143,2.00E-05,0.000259938
ENSRNOG00000067260,12.66290163,-0.084132958,1.935195612,-0.04347517,0.965322757,0.982115073
ENSRNOG00000067267,41.01817363,0.661271584,0.61080198,1.082628422,0.278973386,0.462958221
ENSRNOG00000067264,1.423061689,0.3281413,2.656801327,0.123509913,0.901703325,NA
ENSRNOG00000009459,1164.477222,-0.577163119,0.188671992,-3.059082139,0.002220163,0.011724707
ENSRNOG00000056658,33.85833298,-1.664983735,0.658712377,-2.527633902,0.011483403,0.042631248
ENSRNOG00000056659,254.8175636,-0.147805307,0.289903789,-0.509842618,0.610161725,0.76208146
ENSRNOG00000005135,676.6484877,0.366012466,0.20685958,1.769376436,0.076831075,0.184595164
ENSRNOG00000049686,796.4224425,-0.086799007,0.209021134,-0.415264262,0.67794846,0.809701561
ENSRNOG00000009450,9.575180181,0.011440519,1.918634553,0.005962844,0.995242367,0.99732521
ENSRNOG00000005132,337.859448,0.267450013,0.243277166,1.099363404,0.271609587,0.454595559
ENSRNOG00000005130,11268.15302,-0.055481485,0.136217297,-0.407301322,0.683786692,0.813213707
ENSRNOG00000069900,210.6117886,1.884551615,0.425285493,4.431262396,9.37E-06,0.000137945
ENSRNOG00000069901,393.5611015,-0.615205943,1.324181414,-0.464593398,0.642222661,0.785222289
ENSRNOG00000069903,13.85584727,-1.834461793,1.393612333,-1.316335792,0.188061363,0.351524634
ENSRNOG00000069907,540.9154585,0.784004962,0.327055158,2.397164337,0.016522512,0.056542769
ENSRNOG00000069909,33.18193742,-8.323506838,1.616077404,-5.150438227,2.60E-07,6.41E-06
ENSRNOG00000021524,9.124894283,-0.72770908,1.690145759,-0.430559954,0.666788365,0.803020383
ENSRNOG00000021525,311.9576407,-0.037920637,0.32480477,-0.116749015,0.907058947,0.949602333
ENSRNOG00000021521,113.9158824,-0.4638892,0.655601054,-0.707578484,0.479207058,0.656305319
ENSRNOG00000018394,10.62412731,-6.681569573,1.752101271,-3.813460833,0.000137034,0.001248268
ENSRNOG00000059833,2.356868009,2.128902397,3.844607743,0.553737218,0.5797587,NA
ENSRNOG00000059832,1.148581123,0.715716366,3.274699964,0.218559372,0.826993304,NA
ENSRNOG00000059837,42.99829668,-3.202984388,0.875096655,-3.660149274,0.000252068,0.002038919
ENSRNOG00000050714,17.86052048,0.116824423,0.778881288,0.149990023,0.880772486,0.934427139
ENSRNOG00000004666,1314.244443,0.516198657,0.231049346,2.23414897,0.025473273,0.079427873
ENSRNOG00000004667,66.28491934,-0.598811416,0.602356209,-0.994115122,0.320166824,0.506698285
ENSRNOG00000004660,3224.638767,0.598240765,0.219293242,2.728040134,0.006371186,0.026687336
ENSRNOG00000023496,2.351826074,-1.12406309,3.820964085,-0.294183108,0.768617988,NA
ENSRNOG00000004662,319.7164989,-0.78122844,0.295963698,-2.639608994,0.008300173,0.032951458
ENSRNOG00000023497,13.07656858,1.789895031,1.767471225,1.012686943,0.311209717,0.497605498
ENSRNOG00000069023,1.278050476,3.976992933,3.945744378,1.007919559,0.313493081,NA
ENSRNOG00000065139,1.937135038,-4.223241574,3.927152881,-1.075395255,0.282197805,NA
ENSRNOG00000065138,0.672056204,3.019324782,3.982072767,0.758229434,0.448313643,NA
ENSRNOG00000065132,0.706630884,0.257339507,3.983900992,0.064594855,0.948496581,NA
ENSRNOG00000065135,1545.589814,-0.217956343,0.187657868,-1.161455925,0.245456537,0.422841744
ENSRNOG00000065136,0.184386719,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000032240,2134.629308,-2.083039558,0.265285515,-7.852066701,4.09E-15,6.51E-13
ENSRNOG00000032247,932.8638685,0.527365835,0.25203887,2.092398822,0.036402854,0.104916669
ENSRNOG00000032246,70.02685628,0.009265346,0.500949063,0.018495586,0.985243499,0.992152037
ENSRNOG00000061215,533.2397602,1.248596202,0.543494473,2.297348482,0.021598898,0.070036236
ENSRNOG00000063990,144.0568856,2.227173905,0.717097604,3.105816965,0.001897541,0.010371016
ENSRNOG00000063993,2.83900931,5.123259488,3.424216288,1.496184545,0.134605571,NA
ENSRNOG00000063992,1.617131465,-0.252318526,3.841724751,-0.06567845,0.94763383,NA
ENSRNOG00000063994,29.43118937,-1.131193129,1.64470826,-0.687777375,0.491592986,0.666365828
ENSRNOG00000063996,0.274236736,-1.420840002,4.046781752,-0.351103689,0.72551056,NA
ENSRNOG00000051442,471.4892487,0.516495949,0.262344821,1.968767467,0.0489798,0.131551754
ENSRNOG00000061597,85.93654873,0.698388044,0.589506172,1.18470014,0.236136027,0.411626534
ENSRNOG00000051447,2.586439105,-1.324151966,3.063404699,-0.432248461,0.665560841,NA
ENSRNOG00000061595,153.2883511,-3.662898846,0.831791909,-4.403624037,1.06E-05,0.000154215
ENSRNOG00000062648,137.8130415,-1.170861043,0.371373092,-3.152789118,0.001617186,0.009079261
ENSRNOG00000062647,1243.269236,0.781844439,0.279434438,2.797953053,0.005142759,0.022558976
ENSRNOG00000062644,15.3313702,-0.199482777,0.963814842,-0.206972095,0.836031651,0.908540836
ENSRNOG00000062645,229.9028641,-0.466331568,0.359072145,-1.298712734,0.194042532,0.359655889
ENSRNOG00000062640,66.57341715,1.211925069,0.532268321,2.276906255,0.022791824,0.073056805
ENSRNOG00000062641,1.792149877,4.447053084,3.934948902,1.130142524,0.258416174,NA
ENSRNOG00000019301,4.032337224,5.621436423,3.919278409,1.43430393,0.151485549,0.301365869
ENSRNOG00000023312,2.436842334,-1.997902828,3.098930372,-0.644707234,0.519116928,NA
ENSRNOG00000023317,4154.266729,-0.645430539,0.175175693,-3.68447544,0.000229174,0.001883763
ENSRNOG00000023318,74.63530373,0.346370474,0.440904133,0.785591353,0.432106932,0.614899988
ENSRNOG00000033192,1461.172479,-1.287079436,0.325710062,-3.951610915,7.76E-05,0.000789473
ENSRNOG00000048927,53.98862908,-0.005032611,0.487367168,-0.010326118,0.991761097,0.99563247
ENSRNOG00000048925,0.672056204,3.019324782,3.982072767,0.758229434,0.448313643,NA
ENSRNOG00000048924,1929.276262,0.38816154,0.194853159,1.99207209,0.046363149,0.126093257
ENSRNOG00000048929,1529.124266,0.527188125,0.27673819,1.905006768,0.056779191,0.146909115
ENSRNOG00000008416,2537.685705,-0.187453412,0.183231034,-1.023044007,0.306287039,0.492438199
ENSRNOG00000008415,2061.040125,0.444902617,0.314712683,1.413678699,0.157456262,0.309757775
ENSRNOG00000008414,20646.5683,-0.669684854,0.229769401,-2.914595462,0.003561499,0.016992642
ENSRNOG00000008412,18725.18168,-0.901834676,0.302249362,-2.983743856,0.00284745,0.014244592
ENSRNOG00000008411,4413.01262,-0.195247995,0.239327942,-0.8158178,0.414604351,0.600198746
ENSRNOG00000008410,2950.746516,0.708308016,0.212160908,3.338541594,0.000842194,0.00540744
ENSRNOG00000064777,55.82158221,1.270862068,0.741228513,1.714534784,0.086430554,0.201495993
ENSRNOG00000025416,521.8939169,-0.156898128,0.227037528,-0.691066932,0.48952348,0.66524168
ENSRNOG00000009181,0.645711679,-2.632941495,3.967827619,-0.663572551,0.50696393,NA
ENSRNOG00000025418,1532.680736,0.603931957,0.206151994,2.929547003,0.003394565,0.016374501
ENSRNOG00000060649,0.443472109,-0.501255241,4.042815052,-0.123986686,0.901325817,NA
ENSRNOG00000026857,598.9414568,0.292866361,0.240483948,1.21782083,0.223292067,0.397006884
ENSRNOG00000026853,481.2690384,-0.359465288,0.254861823,-1.410432066,0.158412143,0.310923691
ENSRNOG00000022199,739.6462559,1.58374812,0.388328509,4.078372006,4.54E-05,0.000509568
ENSRNOG00000022196,1889.293322,-0.177972583,0.256308641,-0.69436825,0.487451299,0.663547244
ENSRNOG00000025005,716.1686091,1.343351052,1.386787331,0.968678486,0.33270563,0.520462013
ENSRNOG00000065694,23.81732639,-1.050167462,0.732289419,-1.434087991,0.151547154,0.301401792
ENSRNOG00000065696,33.02690337,0.397219731,0.769219101,0.516393484,0.605579616,0.758904727
ENSRNOG00000065697,3.684238718,-1.230474797,2.344243798,-0.524891992,0.599658277,0.754202753
ENSRNOG00000065690,233.6849322,-5.114145128,0.726011129,-7.044169055,1.87E-12,1.83E-10
ENSRNOG00000065699,100.9324112,-0.257571757,0.486725158,-0.529193433,0.596671272,0.751959647
ENSRNOG00000063201,0.458623455,-0.45905899,4.046781021,-0.11343806,0.909683267,NA
ENSRNOG00000063200,23.73671041,-0.543146501,1.211385485,-0.448368012,0.653887624,0.794106103
ENSRNOG00000063205,748.5961289,-0.125325791,0.314276539,-0.398775522,0.690058614,0.817118909
ENSRNOG00000063204,4.093390789,-0.623590499,2.290234035,-0.272282435,0.785404861,0.879102776
ENSRNOG00000063207,626.381685,0.368797656,0.226539837,1.627959393,0.103533496,0.229954026
ENSRNOG00000001157,29.29042043,-1.063537187,0.840938767,-1.264702293,0.205978068,0.375951025
ENSRNOG00000001156,288.4754073,1.619758346,0.487559649,3.322174733,0.000893187,0.005659366
ENSRNOG00000001151,256.9982375,0.416252394,0.369091484,1.127775667,0.259414672,0.439854075
ENSRNOG00000001153,2239.761044,-1.000977002,0.402812065,-2.484972743,0.012956135,0.046786127
ENSRNOG00000001152,3783.017473,0.760732597,0.250581807,3.035865239,0.002398465,0.012441046
ENSRNOG00000001159,7.574694634,-1.092015516,2.552450594,-0.427830227,0.668774729,0.804226028
ENSRNOG00000001158,10480.82351,-0.576378864,0.302958951,-1.902498215,0.057106052,0.147571785
ENSRNOG00000065968,501.2767122,2.095578619,0.511592164,4.096189832,4.20E-05,0.000477601
ENSRNOG00000065969,1.376572114,4.079518687,3.943084294,1.034600932,0.300855318,NA
ENSRNOG00000065967,42.10290948,-1.808489512,1.067146575,-1.694696449,0.09013302,0.207932823
ENSRNOG00000065960,4378.66368,0.834714849,0.240301883,3.473609271,0.000513508,0.003647599
ENSRNOG00000005890,12835.23104,-0.342630078,0.172669902,-1.984306902,0.047221637,0.127651407
ENSRNOG00000066190,0.890287439,-3.104228073,3.950908854,-0.785699743,0.432043414,NA
ENSRNOG00000039627,10.53816169,-0.858171922,1.253837327,-0.684436412,0.49369963,0.668057563
ENSRNOG00000031459,410.5028867,0.111328895,0.37516019,0.296750289,0.76665716,0.868321143
ENSRNOG00000031453,2535.499838,-0.03308805,0.214189698,-0.154480118,0.877231187,0.931995556
ENSRNOG00000005274,1253.858334,0.277098625,0.278823044,0.993815362,0.320312766,0.506831173
ENSRNOG00000005275,1908.808203,-0.540937538,0.166128923,-3.25613101,0.001129416,0.006802908
ENSRNOG00000005276,7459.839363,0.102169239,0.170122058,0.600564327,0.548130204,0.713336784
ENSRNOG00000070729,70.86638676,-3.562684706,0.636951833,-5.593334567,2.23E-08,7.86E-07
ENSRNOG00000005270,50.94121162,1.392824246,0.740037654,1.88209916,0.059822553,0.152907913
ENSRNOG00000005271,3460.091077,0.059434136,0.318146874,0.186813515,0.85180685,0.917187162
ENSRNOG00000070720,1.839307472,0.594725586,3.827757076,0.155371821,0.876528198,NA
ENSRNOG00000070721,665.1030373,0.65005828,1.358670158,0.478451871,0.632328622,0.777734378
ENSRNOG00000005278,213.2986884,0.063836601,0.343968932,0.185588275,0.852767649,0.917417904
ENSRNOG00000070724,0.479268929,2.575913817,4.008775969,0.642568664,0.520504022,NA
ENSRNOG00000070725,59.45816798,-0.268191933,0.483853799,-0.554282995,0.579385186,0.737949626
ENSRNOG00000054468,4651.011814,0.330162567,0.201228469,1.640734874,0.100852462,0.225754636
ENSRNOG00000054461,9.253067053,0.96750326,1.650909601,0.586042543,0.557846926,0.720654388
ENSRNOG00000054460,76.59463139,1.257570223,0.520570481,2.415754002,0.015702666,0.054281321
ENSRNOG00000049203,3714.879746,0.615049767,0.189240903,3.250088944,0.001153689,0.006917713
ENSRNOG00000049208,12.85435831,-0.839782999,1.050155981,-0.799674539,0.423899389,0.607617859
ENSRNOG00000041787,0.629530438,-1.142170754,3.946839644,-0.28938869,0.772283949,NA
ENSRNOG00000032908,2655.117995,0.237219021,0.210065438,1.129262499,0.258787116,0.439203517
ENSRNOG00000032900,149.639686,-0.695413023,0.363765946,-1.911704576,0.055914097,0.145271417
ENSRNOG00000032902,7788.643136,0.203324864,0.185668,1.095099121,0.273473214,0.456900072
ENSRNOG00000055730,27.36401197,2.477938657,0.828609968,2.990476523,0.002785425,0.013989127
ENSRNOG00000011936,501.4169872,0.977511911,0.340629587,2.869721093,0.00410834,0.018941546
ENSRNOG00000033109,97.21824087,-0.063342706,0.621815533,-0.10186736,0.918861958,0.956142025
ENSRNOG00000018529,8974.406017,0.551800402,0.218068602,2.530398225,0.011393313,0.042349265
ENSRNOG00000018526,573.2531423,0.332876126,0.284530798,1.169912462,0.242036198,0.418955153
ENSRNOG00000018524,17784.19291,0.300682447,0.157148229,1.913368341,0.055700914,0.144817749
ENSRNOG00000018525,5.675539776,-5.778649762,2.288965401,-2.524568418,0.011584045,0.042903702
ENSRNOG00000018520,341.1798956,0.315463051,0.227920935,1.384089841,0.166330947,0.321740678
ENSRNOG00000018521,99.26618221,-0.980280002,0.400324373,-2.448714259,0.014336713,0.050650631
ENSRNOG00000011932,1973.204067,0.259818631,0.205764153,1.262701143,0.206696603,0.376616761
ENSRNOG00000066849,0.639025238,2.98562871,3.983832763,0.749436256,0.453594305,NA
ENSRNOG00000011931,4106.236252,0.587701259,0.180903644,3.248697737,0.001159346,0.006949413
ENSRNOG00000059654,5.220923606,5.999354632,2.275721437,2.636242966,0.008382968,0.033223949
ENSRNOG00000050256,0.137118368,-0.620448363,4.080472857,-0.152053055,0.87914509,NA
ENSRNOG00000047067,378.2579009,-0.65042595,0.294805012,-2.206292036,0.027363559,0.084286046
ENSRNOG00000047061,30.91840289,-0.862852361,1.165429926,-0.740372579,0.459073952,0.639128986
ENSRNOG00000007258,105.6919946,0.433592907,0.418738092,1.035475196,0.300447045,0.486509644
ENSRNOG00000008354,2893.388564,0.164962754,0.158890357,1.038217534,0.299168791,0.485264824
ENSRNOG00000008356,12435.61036,1.811748207,0.172610823,10.49614488,9.00E-26,6.26E-23
ENSRNOG00000007129,210.7090116,-1.889554671,0.524108411,-3.605274467,0.000311823,0.002421079
ENSRNOG00000008351,3214.170212,1.276415126,0.255081667,5.003946941,5.62E-07,1.27E-05
ENSRNOG00000008353,52.69187438,0.437147306,0.542714982,0.80548229,0.420541422,0.605068536
ENSRNOG00000007120,8995.926005,0.358251681,0.176003024,2.035485947,0.041802001,0.116455078
ENSRNOG00000007126,223.7200937,0.53709379,0.2657581,2.020987466,0.043281063,0.119529077
ENSRNOG00000007127,938.3892313,1.389513082,0.368820934,3.767446347,0.000164926,0.001443154
ENSRNOG00000007124,5304.110929,-0.017356571,0.188880907,-0.091891612,0.926784156,0.959969421
ENSRNOG00000007125,4968.584418,0.290284123,0.139327021,2.083473262,0.037208106,0.106713259
ENSRNOG00000038990,11.2666513,-6.765537385,1.7957454,-3.767537083,0.000164866,0.001443154
ENSRNOG00000038999,7359.418435,-1.016370496,0.222803437,-4.561736169,5.07E-06,8.28E-05
ENSRNOG00000001989,25823.31305,0.076186309,0.197362476,0.386022259,0.699480184,0.822706489
ENSRNOG00000001982,558.1814962,-0.099579154,0.270353785,-0.368329055,0.71262789,0.831502549
ENSRNOG00000001984,0.645711679,-2.632941495,3.967827619,-0.663572551,0.50696393,NA
ENSRNOG00000052174,7.086095146,0.095040744,1.295687541,0.073351592,0.941526338,0.967976314
ENSRNOG00000052173,262.1622493,1.341087807,0.312984421,4.284838845,1.83E-05,0.000241947
ENSRNOG00000052172,0.51537087,1.217162843,4.040478632,0.301242242,0.76322978,NA
ENSRNOG00000000581,1548.626394,-0.1592143,0.192097391,-0.82882073,0.407205856,0.593178363
ENSRNOG00000000583,3190.465908,0.069520706,0.144061577,0.482576319,0.629396597,0.77544899
ENSRNOG00000000582,294.4164076,1.604085431,0.390989246,4.10263312,4.08E-05,0.000466183
ENSRNOG00000000585,1863.950213,-0.351857317,0.169724551,-2.07310796,0.038162233,0.108652983
ENSRNOG00000000587,1098.348361,-0.124830089,0.184644317,-0.676057028,0.499004438,0.673033339
ENSRNOG00000000586,1238.931457,0.272782917,0.170080037,1.603850294,0.108747056,0.238283989
ENSRNOG00000000589,12.53502182,3.275578849,1.406223106,2.329345063,0.019840793,0.065487174
ENSRNOG00000000588,156.931526,-0.957551282,0.446919807,-2.142557271,0.032148665,0.095666356
ENSRNOG00000046330,5961.589864,-0.417629371,0.196261781,-2.127920008,0.033343716,0.098303224
ENSRNOG00000046333,4350.292109,0.143926676,0.223889628,0.642846555,0.520323671,0.690016006
ENSRNOG00000006298,1177.516324,-1.062164548,0.295521985,-3.594198064,0.000325392,0.002508272
ENSRNOG00000006293,5.653154145,1.928256841,3.220249144,0.598791197,0.549312133,0.714070407
ENSRNOG00000066855,0.68559184,-2.73426633,3.963716893,-0.68982382,0.490304987,NA
ENSRNOG00000013532,65.38042701,-0.328767234,0.612062342,-0.537146647,0.591166321,0.7472769
ENSRNOG00000013533,17126.70612,0.856971615,0.218226262,3.926986644,8.60E-05,0.0008567
ENSRNOG00000013535,4.126320377,0.793964322,2.777893925,0.285815205,0.775019662,0.873354684
ENSRNOG00000013536,22577.61839,-0.375520939,0.143937687,-2.608913256,0.009083026,0.035444759
ENSRNOG00000056416,0.368773438,2.178935846,4.040479331,0.539276573,0.589696031,NA
ENSRNOG00000000638,1830.672006,0.659924913,0.249217217,2.647990864,0.008097171,0.032309204
ENSRNOG00000000633,1244.871217,0.612809758,0.246078781,2.490299059,0.012763565,0.046297321
ENSRNOG00000000632,537.285186,-1.513541429,0.452555009,-3.344436367,0.000824499,0.005318804
ENSRNOG00000066854,1946.771502,0.412547218,0.202200871,2.040284085,0.041322039,0.11542627
ENSRNOG00000000630,1.134863198,-3.457034705,3.941375677,-0.877113726,0.38042487,NA
ENSRNOG00000000636,15.06753104,-6.203805461,1.934293113,-3.207272682,0.001339999,0.007820063
ENSRNOG00000000635,228.5187265,-1.03948536,0.451681497,-2.301368038,0.021370837,0.069498717
ENSRNOG00000000634,1032.581462,1.368071758,0.417529348,3.276588258,0.001050695,0.006430648
ENSRNOG00000038330,517.2763989,0.199880682,0.284619342,0.702273711,0.482508485,0.65966432
ENSRNOG00000018042,1620.936243,0.154883672,0.193393735,0.800872232,0.423205617,0.607116839
ENSRNOG00000007516,2.885899026,1.796363624,3.735290644,0.480916693,0.630575708,NA
ENSRNOG00000018044,2280.037324,0.650841301,0.191691094,3.39526102,0.000685632,0.004595521
ENSRNOG00000006749,1149.210714,-0.327611431,0.202678396,-1.616410218,0.106005651,0.233997658
ENSRNOG00000018047,1646.56316,0.521287399,0.222429907,2.343603006,0.019098488,0.063506024
ENSRNOG00000042547,27.7321283,1.009735395,1.014780701,0.995028181,0.319722558,0.506195927
ENSRNOG00000006744,402.491622,0.207300023,0.340361447,0.609058474,0.542485681,0.708249387
ENSRNOG00000006747,3388.031846,0.558947666,0.197023485,2.836959596,0.004554538,0.020564427
ENSRNOG00000049615,96.87805444,1.102973925,0.56077394,1.966877999,0.049197277,0.13202254
