ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000029049,1214.618983,-0.326824206,0.205049463,-1.593879842,0.11096295,0.241784868
ENSRNOG00000008831,57.9898524,-0.371769201,0.640103305,-0.580795628,0.561378202,0.72355584
ENSRNOG00000017637,416.5517252,-0.022476448,0.309042708,-0.072729261,0.942021563,0.968167342
ENSRNOG00000001324,18.98849252,0.931541951,0.850029389,1.095893817,0.273125245,0.456440569
ENSRNOG00000001325,3547.619077,1.261021045,0.282083533,4.470381641,7.81E-06,0.000118503
ENSRNOG00000001323,661.0403435,0.594998608,0.26048462,2.284198617,0.022359861,0.071954753
ENSRNOG00000001329,124.4581523,0.624336821,0.583567734,1.069861791,0.284681524,0.469443209
ENSRNOG00000007821,3338.143611,0.194567847,0.24508704,0.793872442,0.427269694,0.610422437
ENSRNOG00000025394,508.878992,-0.537488707,0.393513568,-1.365870837,0.171979508,0.329732769
ENSRNOG00000034078,4352.339595,0.532060461,0.18645131,2.853616101,0.004322473,0.019725355
ENSRNOG00000034075,11.64985305,-6.814512424,1.732849788,-3.932546532,8.41E-05,0.000840238
ENSRNOG00000034071,1654.975109,-0.690787583,0.200544301,-3.444563525,0.000571982,0.003984562
ENSRNOG00000019249,297.7731972,1.33976869,0.373934888,3.582892989,0.00033981,0.002585971
ENSRNOG00000030790,15343.05517,-0.082180241,0.191016121,-0.43022673,0.66703072,0.803157692
ENSRNOG00000047605,52.74937361,-1.612691588,0.626719577,-2.573226763,0.010075517,0.038431076
ENSRNOG00000028627,2917.354912,-0.177345126,0.201228238,-0.881313316,0.378148261,0.565010382
ENSRNOG00000028624,213.2866389,0.188920049,0.295193659,0.639986814,0.522181172,0.691648746
ENSRNOG00000028622,14.62365339,3.073735397,1.749124764,1.757299114,0.078866839,0.188090197
ENSRNOG00000028623,1165.511015,-0.582734565,0.237255345,-2.456149365,0.014043477,0.049820908
ENSRNOG00000028628,3953.44152,0.643925172,0.199142562,3.233488439,0.001222883,0.007276508
ENSRNOG00000028629,7519.418573,-0.383438657,0.175981084,-2.178862914,0.029341854,0.089087189
ENSRNOG00000054218,547.8588054,-0.678768283,0.255424117,-2.657416579,0.007874208,0.031591426
ENSRNOG00000054219,56.79171081,-2.010948568,0.836796424,-2.403151485,0.016254452,0.05577171
ENSRNOG00000054212,73.41484289,0.969249746,0.57828196,1.676085048,0.093721535,0.213924389
ENSRNOG00000054213,0.439792295,-2.088652181,3.995490486,-0.522752385,0.601146578,NA
ENSRNOG00000054217,1250.402114,-1.284088111,0.234876535,-5.46707703,4.58E-08,1.49E-06
ENSRNOG00000011745,5507.384461,-0.406898388,0.164980133,-2.466347803,0.013649872,0.048793355
ENSRNOG00000011747,971.5270686,0.550535296,0.183212902,3.0048937,0.002656737,0.013492506
ENSRNOG00000020784,111.7200769,0.47747592,0.473225539,1.008981723,0.3129834,0.499311943
ENSRNOG00000005310,6634.952098,0.020812268,0.149411553,0.139294905,0.889217116,0.938718069
ENSRNOG00000011740,1230.240548,0.640321096,0.198615773,3.223918664,0.001264493,0.007469979
ENSRNOG00000049349,11.80184341,-0.747645405,1.519200046,-0.492130979,0.622626754,0.771248018
ENSRNOG00000006958,558.0112355,0.284486596,0.236080666,1.205039789,0.228187942,0.402820914
ENSRNOG00000006956,24.13197539,0.03041652,1.322833932,0.022993453,0.981655495,0.990384266
ENSRNOG00000006957,5.611525688,-2.718038378,2.534587365,-1.072379045,0.283549816,0.467988066
ENSRNOG00000006950,2.144476187,0.134121179,3.81123968,0.035190959,0.971927472,NA
ENSRNOG00000049345,0.645711679,-2.632941495,3.967827619,-0.663572551,0.50696393,NA
ENSRNOG00000006952,1624.646693,-1.835293972,0.294127445,-6.239791648,4.38E-10,2.58E-08
ENSRNOG00000055169,8.244239496,-6.314570583,2.5980651,-2.430489745,0.015078433,0.052679544
ENSRNOG00000055161,3.23864168,0.423609333,1.753938839,0.241518874,0.80915299,NA
ENSRNOG00000048439,3.886537004,-2.138280436,2.022387268,-1.057305131,0.290372352,0.475610761
ENSRNOG00000048431,1589.415453,0.079968369,0.313514762,0.255070506,0.798668644,0.886834546
ENSRNOG00000048430,5.246146286,-2.333892914,2.030730606,-1.149287309,0.250437529,0.429258853
ENSRNOG00000048433,46.18855314,-0.493901209,0.729165142,-0.677351646,0.49818287,0.67243405
ENSRNOG00000048434,11.39349955,2.653156564,1.346405334,1.970548167,0.04877558,0.131172145
ENSRNOG00000047618,141.4652469,0.915078811,0.440478449,2.077465567,0.03775861,0.107830871
ENSRNOG00000047611,3392.587255,-1.021010771,0.445711297,-2.290744656,0.021978186,0.070994231
ENSRNOG00000018668,1389.155549,-0.580320435,0.234159677,-2.47831071,0.013200613,0.047463032
ENSRNOG00000018665,1459.907632,0.555282239,0.194073006,2.861202856,0.004220369,0.019334605
ENSRNOG00000018666,1450.608219,0.552898671,0.211254178,2.617220057,0.008864917,0.034810699
ENSRNOG00000018662,597.0880601,0.557835586,0.255857403,2.180259704,0.029238216,0.088850481
ENSRNOG00000066241,220.6471678,1.29365564,0.602620462,2.146717082,0.031815812,0.094871355
ENSRNOG00000033912,932.4102043,-0.317560864,0.372719286,-0.85201082,0.394208086,0.580641975
ENSRNOG00000033913,98.77802847,1.357069993,0.457153221,2.96852331,0.002992344,0.014838422
ENSRNOG00000033915,5061.480077,1.305804927,0.306573912,4.25934783,2.05E-05,0.000265274
ENSRNOG00000033916,1122.691686,0.700884568,0.340084719,2.060911675,0.039311467,0.111331523
ENSRNOG00000019394,1418.874185,0.070179053,0.191229688,0.366988276,0.713627763,0.832255413
ENSRNOG00000019390,3.514366229,1.091253344,2.868692034,0.380401009,0.703647766,0.824832905
ENSRNOG00000052300,66.24770007,-0.053792115,0.477932341,-0.112551736,0.910385951,0.951310201
ENSRNOG00000052305,2824.00308,0.457333275,0.169300185,2.701315859,0.006906571,0.028491314
ENSRNOG00000052307,2258.547948,0.601636392,0.184054121,3.268801523,0.00108004,0.006568409
ENSRNOG00000008279,1671.801524,0.181768341,0.206336144,0.880933108,0.378354026,0.565272839
ENSRNOG00000008278,3603.55228,0.422986202,0.288588171,1.465708733,0.142727654,0.288653342
ENSRNOG00000008271,4806.464214,-0.159984115,0.168259768,-0.950816214,0.34169768,0.529138062
ENSRNOG00000063329,729.0382828,-4.683232117,1.041181267,-4.497998824,6.86E-06,0.000106873
ENSRNOG00000008277,4859.867244,-0.007486177,0.157271371,-0.047600381,0.962034729,0.979991318
ENSRNOG00000008274,4171.507076,0.545853122,0.189751504,2.876673497,0.004018912,0.018662145
ENSRNOG00000046568,0.368773438,2.178935846,4.040479331,0.539276573,0.589696031,NA
ENSRNOG00000046566,0.586389726,-2.503332715,3.97351744,-0.63000421,0.52869183,NA
ENSRNOG00000019532,3686.458034,-0.847233068,0.211136914,-4.012718821,6.00E-05,0.000642462
ENSRNOG00000019533,67.1660649,0.456124772,0.439938973,1.036791011,0.299833266,0.485901131
ENSRNOG00000019536,2957.274316,0.313421903,0.253855948,1.234644711,0.216962761,0.389596102
ENSRNOG00000019534,5631.699061,-0.248836638,0.148488245,-1.675800255,0.093777324,0.214009779
ENSRNOG00000014951,12.14178298,4.360544533,1.602268244,2.721482217,0.006498988,0.027101733
ENSRNOG00000014956,3712.6749,-2.381100066,0.184551196,-12.90211126,4.38E-38,1.17E-34
ENSRNOG00000039980,12097.57535,-0.699128915,0.188487365,-3.709155326,0.000207952,0.001749521
ENSRNOG00000039985,2858.876084,-0.138534137,0.169238749,-0.818572214,0.413030526,0.599060189
ENSRNOG00000000446,16.65272722,0.755757764,0.823069396,0.918218765,0.358504347,0.546059086
ENSRNOG00000000440,6735.030406,0.174397171,0.177460973,0.982735347,0.325737709,0.513014717
ENSRNOG00000000441,2480.889212,0.222544115,0.225773382,0.985696863,0.324281889,0.511258666
ENSRNOG00000000442,10585.61596,1.317117678,0.253845707,5.188654539,2.12E-07,5.41E-06
ENSRNOG00000063880,11.21179168,-2.664294151,1.700251415,-1.567000108,0.117114666,0.251109039
ENSRNOG00000006139,1701.983095,-0.672306871,0.166052349,-4.048764592,5.15E-05,0.000564631
ENSRNOG00000006136,169.7528978,-0.662727429,0.512737744,-1.2925271,0.196174667,0.362891241
ENSRNOG00000006137,8281.648181,0.135076351,0.152695632,0.884611752,0.376366066,0.563797309
ENSRNOG00000006130,12344.26714,-0.318701454,0.138423702,-2.302361876,0.021314773,0.069340417
ENSRNOG00000006131,775.8288923,-0.610959356,0.202703286,-3.014057481,0.00257779,0.013183171
ENSRNOG00000014485,3566.119316,-0.356881293,0.161724229,-2.206727438,0.027333107,0.084233709
ENSRNOG00000013456,788.706311,0.142707745,0.198083851,0.720441086,0.471253461,0.649487041
ENSRNOG00000013454,1768.582609,-0.908542942,0.183430949,-4.95305153,7.31E-07,1.59E-05
ENSRNOG00000014481,242.8653034,0.916867837,0.590305103,1.55321008,0.120372954,0.255671664
ENSRNOG00000013452,7536.671562,-0.223525009,0.153202591,-1.459015854,0.144560744,0.291575356
ENSRNOG00000014483,2162.362606,-0.305864637,0.259520509,-1.178575974,0.238567063,0.414520372
ENSRNOG00000014482,1180.138428,-1.180709536,0.434196316,-2.719298833,0.006542047,0.027214802
ENSRNOG00000020431,549.5416026,-1.367541709,0.242228631,-5.645665023,1.65E-08,6.06E-07
ENSRNOG00000013459,1039.534714,0.086205373,0.186955198,0.461101769,0.644725593,0.78715473
ENSRNOG00000020430,2930.53969,0.197689792,0.188931729,1.0463557,0.295396838,0.481070457
ENSRNOG00000025151,13.33906977,3.188274377,2.159715066,1.47624769,0.139877411,0.284581961
ENSRNOG00000063582,0.874515504,2.196195712,3.530717111,0.622025397,0.533925169,NA
ENSRNOG00000060168,1600.889182,-0.502027849,0.192884469,-2.602738579,0.009248244,0.035907292
ENSRNOG00000067007,214.275314,-0.700223903,0.323495942,-2.164552355,0.030421983,0.091573242
ENSRNOG00000067002,0.368773438,2.178935846,4.040479331,0.539276573,0.589696031,NA
ENSRNOG00000067001,0.368773438,2.178935846,4.040479331,0.539276573,0.589696031,NA
ENSRNOG00000067000,109.8832849,-0.028364506,0.345424255,-0.082114979,0.934555282,0.964114101
ENSRNOG00000027422,770.2054483,0.381979208,0.200683738,1.903388947,0.056989812,0.147352532
ENSRNOG00000056532,8.373217172,-0.175283557,1.225773597,-0.142998314,0.886291513,0.937263384
ENSRNOG00000056537,43.38534326,1.594402216,0.587590424,2.713458474,0.006658491,0.027594346
ENSRNOG00000012502,5088.295752,-0.73023918,0.156181119,-4.675591919,2.93E-06,5.18E-05
ENSRNOG00000012503,1373.437985,-0.311759244,0.15561465,-2.003405484,0.045133783,0.123735638
ENSRNOG00000012500,905.3744933,-0.71404988,0.230223417,-3.101551909,0.001925091,0.010493728
ENSRNOG00000012505,936.4779526,0.015359005,0.227889448,0.067396738,0.946265866,0.970669619
ENSRNOG00000012508,2971.991528,-0.692241264,0.405499515,-1.707132161,0.087797491,0.203872614
ENSRNOG00000012509,1.584134556,-3.936997424,3.931612653,-1.001369609,0.316648151,NA
ENSRNOG00000050277,4684.219151,0.586900763,0.256954163,2.284067929,0.022367539,0.071967126
ENSRNOG00000027392,10454.4635,2.299749209,0.345102824,6.663953608,2.67E-11,2.10E-09
ENSRNOG00000059381,975.3226137,-0.017101853,0.398181078,-0.042949938,0.965741441,0.98222167
ENSRNOG00000017369,590.5546557,0.136036807,0.235712577,0.577130033,0.563851617,0.725339103
ENSRNOG00000054970,2.579693019,-0.008210646,2.579417945,-0.003183139,0.997460227,NA
ENSRNOG00000054973,23.98851144,-0.658145493,0.810942802,-0.811580659,0.417032293,0.602490517
ENSRNOG00000017365,88.99477054,0.920649008,0.484122361,1.901686601,0.057212139,0.147784905
ENSRNOG00000017367,2.30764265,-4.479435544,3.705232431,-1.208948596,0.226682595,NA
ENSRNOG00000059386,668.6969044,-0.300888635,0.233949314,-1.286127453,0.198398585,0.365792122
ENSRNOG00000037801,53.80137646,-0.05896214,0.61620836,-0.095685395,0.923770441,0.958553993
ENSRNOG00000066754,3.872562624,-5.224234222,3.146623573,-1.660266664,0.096860819,0.21911857
ENSRNOG00000066755,73.86770458,-0.967467631,0.50312899,-1.922901781,0.054492386,0.14234591
ENSRNOG00000066757,784.6041872,0.152539344,0.297840499,0.512151116,0.608545252,0.761011408
ENSRNOG00000066750,1099.265036,0.764029374,0.278681059,2.741590606,0.00611425,0.025865011
ENSRNOG00000066751,39.51566111,0.382681717,0.743279756,0.514855563,0.606653955,0.759490621
ENSRNOG00000066753,14.73644712,-0.07396796,1.138626691,-0.064962433,0.948203911,0.971928032
ENSRNOG00000035535,1.284736917,0.011362614,3.868372012,0.002937312,0.997656368,NA
ENSRNOG00000035531,19.20832446,0.959320571,0.890147405,1.077709788,0.281163289,0.465317312
ENSRNOG00000053347,643.1224715,0.363168554,0.223760203,1.623025674,0.104583917,0.23161499
ENSRNOG00000035538,0.612707482,0.163345545,4.013970127,0.04069426,0.967539638,NA
ENSRNOG00000010830,5608.65007,-0.444437556,0.155229603,-2.863097936,0.004195209,0.019249077
ENSRNOG00000010832,121.9515668,-0.459637228,0.538536771,-0.853492747,0.393386108,0.579931747
ENSRNOG00000010833,710.8707636,-1.45308653,0.514434588,-2.824628364,0.004733548,0.021146105
ENSRNOG00000010838,4656.504208,0.343849527,0.162107043,2.121126386,0.033911168,0.099429684
ENSRNOG00000010839,19.0728582,1.784817471,1.095580288,1.629106959,0.103290378,0.22959668
ENSRNOG00000014102,791.4990776,1.215424061,0.423328991,2.87110991,0.004090333,0.018890998
ENSRNOG00000070462,2.014447787,-4.283503815,3.866291229,-1.107910284,0.267900564,NA
ENSRNOG00000014104,1194.771449,-0.01377238,0.259368763,-0.053099609,0.957652543,0.977436601
ENSRNOG00000014107,11.44363289,-1.284605779,1.839667692,-0.698281426,0.485001213,0.661730579
ENSRNOG00000000145,2695.575263,-0.306692562,0.160586753,-1.909824785,0.056155777,0.145732623
ENSRNOG00000023892,0.448037469,2.424931924,4.019850365,0.603239351,0.546349473,NA
ENSRNOG00000016219,779.0713863,-0.25640929,0.339062415,-0.756230355,0.449511096,0.630176425
ENSRNOG00000023895,82.53685202,1.61335836,0.642055974,2.512800171,0.011977716,0.044040274
ENSRNOG00000023896,4236.851517,-0.389371144,0.276108004,-1.410213167,0.158476749,0.310923691
ENSRNOG00000023899,0.958537857,3.564929117,3.958534817,0.900567832,0.367818145,NA
ENSRNOG00000068599,1033.198418,-0.53806098,0.165295756,-3.255140926,0.001133361,0.006819783
ENSRNOG00000068592,0.879584589,-3.087911556,3.95140801,-0.781471199,0.43452541,NA
ENSRNOG00000068595,86.18993676,1.588477564,0.463648121,3.426041196,0.000612447,0.004197915
ENSRNOG00000068596,0.184386719,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000068597,15.00925522,20.86455535,2.953492093,7.06436811,1.61E-12,1.62E-10
ENSRNOG00000060340,8017.573929,-0.259347497,0.211619239,-1.225538364,0.220372444,0.393651025
ENSRNOG00000060343,2.610586238,0.301833699,3.796155583,0.07951036,0.936626691,NA
ENSRNOG00000060349,4256.462427,-0.80758072,0.315105405,-2.562890721,0.010380472,0.039283002
ENSRNOG00000060348,467.981371,0.242344864,0.252889066,0.958305033,0.337908966,0.525592621
ENSRNOG00000062859,8.017865313,0.428596436,1.525187518,0.281012289,0.778700974,0.875003221
ENSRNOG00000062858,116.7524409,0.013295618,0.50132713,0.026520843,0.978841909,0.989240041
ENSRNOG00000062857,0.184386719,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000062856,109.832528,-1.015264291,0.608400594,-1.668743096,0.095168304,0.216332455
ENSRNOG00000062855,0.368773438,2.178935846,4.040479331,0.539276573,0.589696031,NA
ENSRNOG00000062853,1174.185634,-4.576394901,0.906718738,-5.047204507,4.48E-07,1.04E-05
ENSRNOG00000062851,24.75323631,2.36292843,0.787271994,3.001413041,0.002687298,0.013613419
ENSRNOG00000015271,360.2029355,0.903465211,0.256978118,3.515728186,0.00043855,0.003204878
ENSRNOG00000015275,72.63201508,-2.45661381,1.061244297,-2.314842886,0.020621532,0.067533009
ENSRNOG00000015274,1631.629803,0.33595658,0.211044821,1.59187313,0.111413214,0.242568907
ENSRNOG00000015279,73.0366282,1.106584493,0.795981861,1.390213204,0.164464145,0.319235924
ENSRNOG00000015278,33100.09249,-0.411137822,0.146007853,-2.815861015,0.004864671,0.021605173
ENSRNOG00000022274,982.6641426,0.670289637,0.220561175,3.039019164,0.002373498,0.012326443
ENSRNOG00000022273,2935.457586,0.395448419,0.23670257,1.670655365,0.09478977,0.215709969
ENSRNOG00000043267,256.9574731,0.027715876,0.242894407,0.114106687,0.909153221,0.95051749
ENSRNOG00000025997,1150.952153,-0.535474238,0.237104449,-2.258389669,0.023921376,0.075799505
ENSRNOG00000022859,500.1390979,-1.138899365,0.59897358,-1.901418363,0.057247236,0.147855222
ENSRNOG00000022852,24.50314398,-3.647271702,1.377254984,-2.64821819,0.008091728,0.032294665
ENSRNOG00000022857,1798.522421,1.386343742,0.315573231,4.393096773,1.12E-05,0.000160762
ENSRNOG00000063067,19.88660515,1.440594303,1.156787972,1.245339974,0.213006808,0.384481281
ENSRNOG00000025994,1650.112094,0.707269668,0.31301094,2.259568524,0.023848043,0.075718444
ENSRNOG00000063063,1.47132574,-3.829670565,3.573956983,-1.071549149,0.283922584,NA
ENSRNOG00000063062,2.138443118,-4.367611941,3.789161613,-1.152659186,0.2490503,NA
ENSRNOG00000062753,0.137118368,-0.620448363,4.080472857,-0.152053055,0.87914509,NA
ENSRNOG00000030807,5661.138775,0.125910696,0.181289285,0.694529166,0.487350417,0.663489247
ENSRNOG00000030800,51.1393699,1.125909889,0.748945678,1.503326505,0.132754868,0.274305514
ENSRNOG00000051915,342.1053486,-0.613399149,0.364413114,-1.683252127,0.092326294,0.211795434
ENSRNOG00000051912,2.599289476,1.149300814,3.80534364,0.302022872,0.762634628,NA
ENSRNOG00000005159,8.11301564,6.634133756,3.313504991,2.002149921,0.04526861,0.123942377
ENSRNOG00000005158,83.72892742,1.247190048,0.516529032,2.414559438,0.015754252,0.054439597
ENSRNOG00000005151,1738.072355,0.595576921,0.31889709,1.867614788,0.061815784,0.156626969
ENSRNOG00000053205,1594.322858,-0.302660477,0.236834961,-1.277938339,0.201271169,0.36973238
ENSRNOG00000005154,2.562842577,1.864678822,3.0637484,0.608626616,0.542771958,NA
ENSRNOG00000053200,2786.727497,-0.697717529,0.179492122,-3.887176341,0.000101417,0.000975912
ENSRNOG00000053201,5668.37474,0.655407532,0.207917,3.152255613,0.001620144,0.009093148
ENSRNOG00000069960,86.88016792,1.400579056,0.600004746,2.334279962,0.019581067,0.064812228
ENSRNOG00000069961,6771.793509,-0.231430955,1.066187789,-0.21706397,0.828158492,0.904207475
ENSRNOG00000069967,36.50694986,-0.749086737,0.622758672,-1.202852358,0.229033459,0.403857816
ENSRNOG00000069964,1.129995439,-3.443682002,3.941696025,-0.873654889,0.382306225,NA
ENSRNOG00000069968,86.8311431,1.132468513,0.627217243,1.805544292,0.070989551,0.173853096
ENSRNOG00000069969,881.5041293,0.114917808,0.217574785,0.52817613,0.597377095,0.752442642
ENSRNOG00000027988,2985.23647,0.494938072,0.215782201,2.293692758,0.021808153,0.070590735
ENSRNOG00000005483,1018.024085,0.052146731,0.217649198,0.239590735,0.810647548,0.893713183
ENSRNOG00000005482,2332.425644,0.22700818,0.166095034,1.366736709,0.171707847,0.329346457
ENSRNOG00000009302,570.5064045,0.200142884,0.231035161,0.86628755,0.386332492,0.573133639
ENSRNOG00000005480,6668.505948,-0.221319369,0.165712179,-1.335564897,0.18169153,0.342787337
ENSRNOG00000005486,4531.746894,0.489427972,0.165960088,2.94907034,0.003187314,0.015558668
ENSRNOG00000009309,1786.616588,0.562963689,0.21016697,2.678649695,0.007391968,0.030109961
ENSRNOG00000026497,1253.089006,-0.469977424,0.20810385,-2.258379281,0.023922023,0.075799505
ENSRNOG00000063938,0.645711679,-2.632941495,3.967827619,-0.663572551,0.50696393,NA
ENSRNOG00000063933,3.130014506,1.709257197,3.646235076,0.468773176,0.639231775,NA
ENSRNOG00000063932,41.12358291,-1.500369027,0.713102508,-2.104001893,0.035378282,0.102771171
ENSRNOG00000063930,3.700232029,-5.161572071,2.53546184,-2.035752221,0.041775242,0.116397804
ENSRNOG00000063937,4242.493509,0.020790154,0.189843703,0.109511947,0.912796446,0.952840727
ENSRNOG00000063935,12.26348444,-0.251589504,1.522454506,-0.16525256,0.868745197,0.927033145
ENSRNOG00000063934,3.098577976,1.151458349,2.971269304,0.387530793,0.698363293,NA
ENSRNOG00000004688,3419.611221,0.178770663,0.209240429,0.854379167,0.392894935,0.57966283
ENSRNOG00000004686,8607.815793,0.435637739,0.172953684,2.518811567,0.011775165,0.043494661
ENSRNOG00000004687,18800.21141,-0.213147241,0.275116827,-0.774751741,0.438486371,0.620123776
ENSRNOG00000004685,2799.312955,0.560166161,0.227715116,2.459942808,0.013895916,0.049484432
ENSRNOG00000004682,188.055127,0.583991198,0.478251241,1.221097089,0.222049262,0.395517348
ENSRNOG00000004680,42.24592098,-0.253408778,0.673225125,-0.376410161,0.706611993,0.826898557
ENSRNOG00000004681,3027.694748,0.16417814,0.169517716,0.968501373,0.332794034,0.520477039
ENSRNOG00000004351,506.2323515,1.082681874,0.310409476,3.487915027,0.000486803,0.003497
ENSRNOG00000004353,5.746773323,-0.628416699,2.188902486,-0.28709214,0.77404177,0.872780699
ENSRNOG00000024986,364.0480295,0.395391525,0.346186797,1.142133461,0.253398549,0.432583532
ENSRNOG00000004356,0.439792295,-2.088652181,3.995490486,-0.522752385,0.601146578,NA
ENSRNOG00000004359,3887.431025,-0.399588827,0.197758498,-2.02058991,0.043322234,0.119566276
ENSRNOG00000065199,2.93194863,-4.824277225,3.920218553,-1.230614354,0.218467134,NA
ENSRNOG00000065198,115.6131859,0.228854915,0.358392731,0.63855903,0.523109841,0.692439128
ENSRNOG00000065191,67.19583318,-9.341790176,1.614814917,-5.785053183,7.25E-09,3.02E-07
ENSRNOG00000065190,193.0371961,0.424876056,0.297278379,1.4292195,0.152941155,0.303521907
ENSRNOG00000065197,1.861326006,2.407613676,3.896042428,0.617963926,0.536599118,NA
ENSRNOG00000065195,387.1040486,-0.070760366,0.486570258,-0.145426821,0.88437389,0.936395883
ENSRNOG00000065194,88.85054678,1.03031146,0.520318335,1.980155974,0.047686005,0.128590751
ENSRNOG00000032516,29.25413238,-0.478329734,0.759790981,-0.629554372,0.528986185,0.697121061
ENSRNOG00000032513,0.479268929,2.575913817,4.008775969,0.642568664,0.520504022,NA
ENSRNOG00000019318,54.30282789,0.563864288,0.601151489,0.937973703,0.348257924,0.535478646
ENSRNOG00000032518,0.905902345,-0.835651922,3.948030679,-0.211662976,0.832369975,NA
ENSRNOG00000008479,1046.22163,-0.508124523,0.249366015,-2.03766549,0.041583398,0.115983763
ENSRNOG00000008478,14.08350885,-1.833202709,1.215217239,-1.508539091,0.13141661,0.272439866
ENSRNOG00000042186,1.792149877,4.447053084,3.934948902,1.130142524,0.258416174,NA
ENSRNOG00000008471,1007.011207,-0.923242985,0.247052412,-3.737032879,0.000186205,0.001596987
ENSRNOG00000008470,237.7260663,1.183562366,0.598716811,1.97683169,0.048060658,0.129472062
ENSRNOG00000008472,2908.188632,0.35962082,0.17475149,2.057898449,0.039599883,0.111815611
ENSRNOG00000008474,2130.423007,-0.284060791,0.85700886,-0.331456072,0.740300017,0.850366649
ENSRNOG00000026163,168.7239365,0.979623528,0.467266751,2.0964974,0.03603809,0.104242433
ENSRNOG00000026162,286.1928921,0.954244079,0.414776979,2.300619675,0.021413138,0.069600113
ENSRNOG00000061579,1167.360354,0.576848628,0.21779376,2.648600351,0.008082585,0.032271895
ENSRNOG00000026169,421.4754535,0.757943163,0.407527201,1.859859074,0.062905467,0.1585938
ENSRNOG00000061572,2245.756643,0.247034004,0.201124111,1.22826648,0.21934695,0.392338136
ENSRNOG00000065449,13.56219106,1.551069436,1.916901984,0.809154275,0.418426412,0.603529307
ENSRNOG00000048125,0.548473472,-2.41386951,3.977748466,-0.606843175,0.543954992,NA
ENSRNOG00000065441,194.0601836,0.062777971,0.360247006,0.174263685,0.861658238,0.923081523
ENSRNOG00000065440,166.2548487,-4.680664591,3.733684966,-1.253631368,0.209976024,0.380400452
ENSRNOG00000065443,0.32285584,-1.625662788,4.028537925,-0.403536672,0.686553462,NA
ENSRNOG00000065442,29.25883593,0.382038882,0.888528342,0.429968144,0.667218814,0.803191953
ENSRNOG00000004735,1780.873392,0.153518674,0.15386095,0.99777542,0.318388272,0.504890316
ENSRNOG00000026295,3451.645486,0.789751155,0.368880739,2.140938986,0.032278959,0.095926812
ENSRNOG00000063814,9.096572992,-3.054039851,2.275042967,-1.342409746,0.179463177,0.339846851
ENSRNOG00000026297,1.172779452,-3.502745469,3.940301,-0.88895378,0.37402792,NA
ENSRNOG00000026296,1246.141705,1.538666102,0.457237916,3.365132349,0.00076507,0.005018664
ENSRNOG00000023661,1418.021198,-0.880115419,0.219110491,-4.016765312,5.90E-05,0.000632978
ENSRNOG00000009176,1748.840283,-0.016990698,0.293163239,-0.05795644,0.953783326,0.975609032
ENSRNOG00000026299,1315.984121,0.143513845,0.216146662,0.663965122,0.506712634,0.679326463
ENSRNOG00000023668,3564.102801,-0.065202376,0.196793735,-0.331323434,0.740400192,0.850399712
ENSRNOG00000031927,13.89880247,-7.06912409,2.449720981,-2.885685409,0.003905623,0.018230774
ENSRNOG00000063811,959.9635556,-0.740794916,0.225869567,-3.279746473,0.001039004,0.006370432
ENSRNOG00000021105,77.85375093,-0.799668954,0.493882537,-1.619148066,0.105415409,0.232968674
ENSRNOG00000009170,2177.462368,0.738266508,0.192227409,3.840589194,0.000122739,0.001136247
ENSRNOG00000028198,4488.364739,-0.282502192,0.245425408,-1.151071496,0.249702823,0.428293862
ENSRNOG00000022136,413.5700658,0.714948739,0.394540931,1.812102832,0.069970309,0.172030196
ENSRNOG00000013610,5.561253989,-0.348066056,2.151403656,-0.161785565,0.871474721,0.928524201
ENSRNOG00000028196,289.2448907,0.320880964,0.362421436,0.885380754,0.375951309,0.563294331
ENSRNOG00000060623,2306.93229,0.451621014,0.160285495,2.817603774,0.004838348,0.021519815
ENSRNOG00000060626,855.8003537,0.669240214,0.256131276,2.612879707,0.00897829,0.035112716
ENSRNOG00000064711,129.5395056,-0.239792483,0.331267113,-0.72386444,0.469148963,0.64753732
ENSRNOG00000002352,717.9391674,-0.111201529,0.217242226,-0.511878057,0.608736356,0.761082602
ENSRNOG00000002353,1690.782184,0.065945633,0.27677767,0.238262116,0.811677803,0.894117178
ENSRNOG00000002350,106.7123703,-1.697786753,0.579193539,-2.931294356,0.003375528,0.016295232
ENSRNOG00000002358,3511.321974,-0.82421655,0.306237225,-2.691431617,0.007114608,0.029190005
ENSRNOG00000006444,6557.590127,0.211954194,0.210296805,1.007881189,0.313511503,0.499691397
ENSRNOG00000006440,1190.952474,0.915298194,0.388490664,2.356036522,0.018471102,0.061935428
ENSRNOG00000006441,119.5710149,0.122244082,0.434012566,0.281660235,0.778204048,0.874850467
ENSRNOG00000026833,4869.743392,-0.048557141,0.187928015,-0.2583816,0.796112415,0.885229477
ENSRNOG00000024479,11.14318644,0.400911116,1.588379454,0.252402607,0.800729885,0.887682484
ENSRNOG00000024470,4078.835919,-0.477859812,0.196651799,-2.429979358,0.015099683,0.052730923
ENSRNOG00000038119,1.452851278,-3.807287287,3.933941832,-0.967804673,0.33314193,NA
ENSRNOG00000026306,230.873932,-1.716136344,0.653169998,-2.62739616,0.00860411,0.033964163
ENSRNOG00000011933,2221.793079,0.223695515,0.141246707,1.58372198,0.113257001,0.245444642
